kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 1023 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1024 : 32 10304 1280 0 0 13 1 0 0 
_1.ptx 1025 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1026 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1027 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1028 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1029 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1030 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1031 : 32 10464 1248 0 0 14 1 0 0 
_1.ptx 1032 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1033 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1034 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1035 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1036 : 32 9792 832 0 0 13 1 0 0 
_1.ptx 1037 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1038 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1039 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1040 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1041 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1042 : 32 10208 1152 0 0 14 1 0 0 
_1.ptx 1043 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1044 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1045 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1046 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1048 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1049 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1050 : 32 1024 512 0 0 16 1 0 0 
_1.ptx 1051 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1052 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1053 : 32 2112 512 0 0 16 1 0 0 
_1.ptx 1054 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1055 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1056 : 32 3168 512 0 0 16 1 0 0 
_1.ptx 1057 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1058 : 32 4416 512 0 0 16 1 0 0 
_1.ptx 1060 : 32 8192 32 0 0 1 1 0 0 
_1.ptx 1061 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1062 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1063 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1064 : 32 10144 1024 0 0 15 1 0 0 
_1.ptx 1065 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1066 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1067 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1068 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1069 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1070 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1071 : 32 9952 1120 0 0 10 1 0 0 
_1.ptx 1072 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1073 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1074 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1075 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1076 : 32 10144 1024 0 0 15 1 0 0 
_1.ptx 1077 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1078 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1079 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1080 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1081 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1082 : 32 10112 1024 0 0 15 1 0 0 
_1.ptx 1083 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1084 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1085 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1086 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1088 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1089 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1090 : 32 1088 512 0 0 16 1 0 0 
_1.ptx 1091 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1092 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1093 : 32 1024 512 0 0 16 1 0 0 
_1.ptx 1094 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1095 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1096 : 32 2080 512 0 0 16 1 0 0 
_1.ptx 1097 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1098 : 32 3392 512 0 0 16 1 0 0 
_1.ptx 1100 : 32 10496 32 0 0 1 1 0 0 
_1.ptx 1101 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1102 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1103 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1104 : 32 13184 1120 0 0 15 1 0 0 
_1.ptx 1105 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1106 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1107 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1108 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1109 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1110 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1111 : 32 10304 1216 0 0 15 1 0 0 
_1.ptx 1112 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1113 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1114 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1115 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1116 : 32 9888 800 0 0 14 1 0 0 
_1.ptx 1117 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1118 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1119 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1120 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1121 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1122 : 32 10176 1248 0 0 13 1 0 0 
_1.ptx 1123 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1124 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1125 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1126 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1128 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1129 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1130 : 32 1024 512 0 0 16 1 0 0 
_1.ptx 1131 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1132 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1133 : 32 2080 512 0 0 16 1 0 0 
_1.ptx 1134 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1135 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1136 : 32 3168 512 0 0 16 1 0 0 
_1.ptx 1137 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1138 : 32 4480 512 0 0 16 1 0 0 
_1.ptx 1140 : 32 11552 32 0 0 1 1 0 0 
_1.ptx 1141 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1142 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1143 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1144 : 32 10272 1184 0 0 15 1 0 0 
_1.ptx 1145 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1146 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1147 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1148 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1149 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1150 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1151 : 32 10272 1184 0 0 15 1 0 0 
_1.ptx 1152 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1153 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1154 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1155 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1156 : 32 10112 960 0 0 15 1 0 0 
_1.ptx 1157 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1158 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1159 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1160 : 32 320 0 0 0 0 0 0 0 
_1.ptx 1161 : 32 352 0 0 0 0 0 0 0 
_1.ptx 1162 : 32 10272 1280 0 0 14 1 0 0 
_1.ptx 1163 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1164 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1165 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1166 : 32 256 0 0 0 0 0 0 0 
_1.ptx 1168 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1169 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1170 : 32 1056 512 0 0 16 1 0 0 
_1.ptx 1171 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1172 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1173 : 32 2112 512 0 0 16 1 0 0 
_1.ptx 1174 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1175 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1176 : 32 3168 512 0 0 16 1 0 0 
_1.ptx 1177 : 32 224 0 0 0 0 0 0 0 
_1.ptx 1178 : 32 1024 512 0 0 16 1 0 0 
_1.ptx 1180 : 32 192 0 0 0 0 0 0 0 
